,Relatives__sum,Log__Fare,One_hot__Sex_female,One_hot__Sex_male,Ordinal__Embarked,Numeric__SibSp,Numeric__Parch,KNN__Age,Pass__Pclass,Pass__Survived
629,0.0,0.6975306263001565,0.0,1.0,1.0,0.0,0.0,0.3319047018782302,1.0,1.0
214,0.30000000000000004,0.5910796833899638,0.0,1.0,0.0,0.25,0.16666666666666666,0.004159838648682718,2.0,1.0
216,0.2,0.4467026649062168,1.0,0.0,1.0,0.0,0.3333333333333333,0.35711584520358,3.0,1.0
513,0.6000000000000001,0.556695873257052,1.0,0.0,0.0,0.5,0.3333333333333333,0.01676541031135762,3.0,0.0
156,0.0,0.33812548386615277,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,3.0,0.0
71,0.6000000000000001,0.5572534209632187,1.0,0.0,0.0,0.5,0.3333333333333333,0.05458212529938233,3.0,1.0
680,0.0,0.3470952017072669,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
642,0.0,0.35072669661240763,0.0,1.0,0.0,0.0,0.0,0.483171561830329,3.0,1.0
393,0.2,0.46043946366130095,1.0,0.0,0.0,0.125,0.16666666666666666,0.04197655363670742,3.0,1.0
441,0.5,0.8934502391534316,0.0,1.0,0.0,0.125,0.6666666666666666,0.7983108533972015,1.0,0.0
207,0.0,0.3341931919415684,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,3.0,0.0
632,0.4,0.8930704502718892,1.0,0.0,1.0,0.25,0.3333333333333333,0.21845455691415605,1.0,1.0
221,0.0,0.34755366512192026,0.0,1.0,2.0,0.0,0.0,0.35711584520358,3.0,1.0
209,0.0,0.3767675685322775,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
218,0.30000000000000004,0.4820708903996448,1.0,0.0,1.0,0.25,0.16666666666666666,0.05458212529938233,3.0,1.0
556,0.0,0.39134423619738523,0.0,1.0,0.0,0.0,0.0,0.8235219967225513,2.0,0.0
367,0.30000000000000004,0.5122051830222119,1.0,0.0,0.0,0.125,0.3333333333333333,0.374247205811224,3.0,0.0
303,0.1,0.4701002597957256,1.0,0.0,0.0,0.125,0.0,0.21845455691415605,3.0,0.0
421,0.0,0.5281013477114938,0.0,1.0,0.0,0.0,0.0,0.7983108533972015,1.0,0.0
480,0.30000000000000004,0.6010920603306374,0.0,1.0,1.0,0.125,0.3333333333333333,0.30669355855288033,2.0,0.0
699,0.2,0.5295781586642772,1.0,0.0,0.0,0.125,0.16666666666666666,0.5588049918063784,2.0,1.0
275,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.3760242026975923,3.0,0.0
407,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.6218328501197529,3.0,0.0
18,0.0,0.7000444993352338,1.0,0.0,0.0,0.0,0.0,0.25627127190218074,1.0,1.0
592,0.0,0.34755366512192026,0.0,1.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
355,0.0,0.34990232023989454,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,1.0
445,0.0,0.3502016019446998,0.0,1.0,0.0,0.0,0.0,0.374247205811224,3.0,0.0
15,0.30000000000000004,0.49216085751035477,0.0,1.0,0.0,0.125,0.3333333333333333,0.3192991302155552,3.0,0.0
616,0.0,0.3377209927336551,1.0,0.0,1.0,0.0,0.0,0.374247205811224,3.0,1.0
681,0.0,0.33763919258513786,1.0,0.0,1.0,0.0,0.0,0.18063784192613136,3.0,1.0
250,0.0,0.34755366512192026,1.0,0.0,2.0,0.0,0.0,0.374247205811224,3.0,0.0
161,0.0,0.43874096070747076,1.0,0.0,1.0,0.0,0.0,0.20584898525148115,3.0,0.0
201,0.0,0.5313325505056177,0.0,1.0,0.0,0.0,0.0,0.8109164250598765,1.0,0.0
349,0.0,0.5697787630490322,0.0,1.0,0.0,0.0,0.0,0.5840161351317282,1.0,0.0
69,0.0,0.39134423619738523,1.0,0.0,0.0,0.0,0.0,0.20584898525148115,2.0,1.0
198,0.1,0.650420658454538,0.0,1.0,1.0,0.125,0.0,0.609227278457078,1.0,1.0
172,0.5,0.5456498136790771,0.0,1.0,2.0,0.5,0.16666666666666666,0.04197655363670742,3.0,0.0
289,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.3760242026975923,3.0,0.0
80,0.0,0.34801082050793586,0.0,1.0,0.0,0.0,0.0,0.38232698852892977,3.0,0.0
545,0.1,0.4386984565615303,0.0,1.0,1.0,0.125,0.0,0.3192991302155552,3.0,0.0
132,0.0,0.42286368807669106,0.0,1.0,0.0,0.0,0.0,0.30669355855288033,2.0,0.0
30,0.0,0.5381641153575258,0.0,1.0,1.0,0.0,0.0,0.36972141686625487,1.0,0.0
16,0.0,0.5537942554801266,0.0,1.0,1.0,0.0,0.0,0.6974662800958024,1.0,0.0
208,0.0,0.42286368807669106,1.0,0.0,0.0,0.0,0.0,0.29408798689020543,2.0,0.0
90,0.0,0.3529552840548492,0.0,1.0,0.0,0.0,0.0,0.39493256019160466,3.0,1.0
670,0.0,0.34801082050793586,0.0,1.0,0.0,0.0,0.0,0.9243665700239505,3.0,0.0
55,0.0,0.35072669661240763,0.0,1.0,0.0,0.0,0.0,0.5461994201437035,3.0,1.0
